province,fire
Trà Vinh,203
Phú Thọ,77
Cà Mau,816
Thanh Hoá,483
Ninh Thuận,656
Hồ Chí Minh,449
Quảng Nam,4604
Bình Định,442
Bắc Giang,248
Đồng Nai,1855
Bắc Kạn,70
Nghệ An,1350
Bình Thuận,3816
Tiền Giang,810
Đắk Nông,5333
Quảng Trị,1719
Long An,9732
Điện Biên,23557
Lai Châu,7769
Quảng Ngãi,2480
Hà Tĩnh,461
Thái Nguyên,179
Đồng Tháp,6419
Sóc Trăng,1272
Lâm Đồng,2496
Khánh Hòa,539
Kiên Giang,12371
Thừa Thiên Huế,795
Quảng Ninh,365
Bến Tre,219
Gia Lai,20344
Vĩnh Phúc,14
Lào Cai,505
Hưng Yên,0
Bà Rịa-Vũng Tàu,788
Phú Yên,927
Cao Bằng,231
Hải Phòng,21
Tuyên Quang,408
Đắk Lắk,7132
Hải Dương,33
Kon Tum,21756
Bạc Liêu,586
Đà Nẵng,117
Hòa Bình,249
Hà Giang,259
Thái Bình,3
Lạng Sơn,235
Sơn La,12993
Cần Thơ,2816
Vĩnh Long,531
Ninh Bình,47
Quảng Bình,1524
Hậu Giang,3520
Hà Nội,11
Bắc Ninh,48
Bình Phước,975
Hà Nam,58
Tây Ninh,1524
Bình Dương,656
Nam Định,3
Yên Bái,399
An Giang,8358
