province,fire
Trà Vinh,0
Phú Thọ,0
Cà Mau,0
Thanh Hoá,14
Ninh Thuận,0
Hồ Chí Minh,0
Quảng Nam,27
Bình Định,15
Bắc Giang,9
Đồng Nai,5
Bắc Kạn,3
Nghệ An,171
Bình Thuận,1
Tiền Giang,0
Đắk Nông,0
Quảng Trị,0
Long An,0
Điện Biên,0
Lai Châu,0
Quảng Ngãi,29
Hà Tĩnh,5
Thái Nguyên,1
Đồng Tháp,0
Sóc Trăng,0
Lâm Đồng,2
Khánh Hòa,4
Kiên Giang,0
Thừa Thiên Huế,6
Quảng Ninh,6
Bến Tre,0
Gia Lai,8
Vĩnh Phúc,0
Lào Cai,1
Hưng Yên,0
Bà Rịa-Vũng Tàu,0
Phú Yên,5
Cao Bằng,0
Hải Phòng,0
Tuyên Quang,1
Đắk Lắk,10
Hải Dương,0
Kon Tum,22
Bạc Liêu,0
Đà Nẵng,0
Hòa Bình,0
Hà Giang,0
Thái Bình,0
Lạng Sơn,1
Sơn La,5
Cần Thơ,0
Vĩnh Long,0
Ninh Bình,0
Quảng Bình,14
Hậu Giang,0
Hà Nội,0
Bắc Ninh,0
Bình Phước,1
Hà Nam,0
Tây Ninh,0
Bình Dương,0
Nam Định,0
Yên Bái,0
An Giang,0
