province,fire
Trà Vinh,0
Phú Thọ,1
Cà Mau,1
Thanh Hoá,3
Ninh Thuận,0
Hồ Chí Minh,0
Quảng Nam,65
Bình Định,104
Bắc Giang,1
Đồng Nai,3
Bắc Kạn,1
Nghệ An,22
Bình Thuận,0
Tiền Giang,0
Đắk Nông,0
Quảng Trị,0
Long An,3
Điện Biên,0
Lai Châu,0
Quảng Ngãi,29
Hà Tĩnh,28
Thái Nguyên,0
Đồng Tháp,1
Sóc Trăng,0
Lâm Đồng,0
Khánh Hòa,18
Kiên Giang,1
Thừa Thiên Huế,15
Quảng Ninh,1
Bến Tre,0
Gia Lai,5
Vĩnh Phúc,0
Lào Cai,0
Hưng Yên,0
Bà Rịa-Vũng Tàu,0
Phú Yên,84
Cao Bằng,0
Hải Phòng,0
Tuyên Quang,5
Đắk Lắk,3
Hải Dương,0
Kon Tum,3
Bạc Liêu,0
Đà Nẵng,0
Hòa Bình,1
Hà Giang,1
Thái Bình,0
Lạng Sơn,2
Sơn La,0
Cần Thơ,0
Vĩnh Long,0
Ninh Bình,0
Quảng Bình,4
Hậu Giang,0
Hà Nội,0
Bắc Ninh,0
Bình Phước,0
Hà Nam,0
Tây Ninh,0
Bình Dương,0
Nam Định,0
Yên Bái,0
An Giang,5
