province,fire
Trà Vinh,71
Phú Thọ,42
Cà Mau,37
Thanh Hoá,150
Ninh Thuận,62
Hồ Chí Minh,72
Quảng Nam,151
Bình Định,79
Bắc Giang,55
Đồng Nai,239
Bắc Kạn,48
Nghệ An,180
Bình Thuận,223
Tiền Giang,65
Đắk Nông,117
Quảng Trị,83
Long An,235
Điện Biên,617
Lai Châu,162
Quảng Ngãi,127
Hà Tĩnh,141
Thái Nguyên,58
Đồng Tháp,129
Sóc Trăng,45
Lâm Đồng,110
Khánh Hòa,93
Kiên Giang,194
Thừa Thiên Huế,60
Quảng Ninh,60
Bến Tre,64
Gia Lai,91
Vĩnh Phúc,6
Lào Cai,76
Hưng Yên,1
Bà Rịa-Vũng Tàu,93
Phú Yên,110
Cao Bằng,37
Hải Phòng,33
Tuyên Quang,95
Đắk Lắk,437
Hải Dương,76
Kon Tum,35
Bạc Liêu,14
Đà Nẵng,4
Hòa Bình,36
Hà Giang,75
Thái Bình,4
Lạng Sơn,103
Sơn La,289
Cần Thơ,4
Vĩnh Long,5
Ninh Bình,21
Quảng Bình,149
Hậu Giang,41
Hà Nội,17
Bắc Ninh,15
Bình Phước,194
Hà Nam,24
Tây Ninh,155
Bình Dương,112
Nam Định,2
Yên Bái,147
An Giang,226
