province,fire
Trà Vinh,0
Phú Thọ,5
Cà Mau,4
Thanh Hoá,13
Ninh Thuận,4
Hồ Chí Minh,1
Quảng Nam,2
Bình Định,23
Bắc Giang,2
Đồng Nai,11
Bắc Kạn,0
Nghệ An,18
Bình Thuận,150
Tiền Giang,0
Đắk Nông,49
Quảng Trị,0
Long An,2
Điện Biên,20
Lai Châu,6
Quảng Ngãi,7
Hà Tĩnh,4
Thái Nguyên,1
Đồng Tháp,2
Sóc Trăng,0
Lâm Đồng,10
Khánh Hòa,1
Kiên Giang,3
Thừa Thiên Huế,2
Quảng Ninh,5
Bến Tre,0
Gia Lai,103
Vĩnh Phúc,1
Lào Cai,2
Hưng Yên,0
Bà Rịa-Vũng Tàu,2
Phú Yên,4
Cao Bằng,2
Hải Phòng,0
Tuyên Quang,1
Đắk Lắk,345
Hải Dương,0
Kon Tum,35
Bạc Liêu,0
Đà Nẵng,0
Hòa Bình,4
Hà Giang,1
Thái Bình,0
Lạng Sơn,2
Sơn La,8
Cần Thơ,0
Vĩnh Long,0
Ninh Bình,1
Quảng Bình,4
Hậu Giang,0
Hà Nội,0
Bắc Ninh,0
Bình Phước,19
Hà Nam,0
Tây Ninh,8
Bình Dương,0
Nam Định,0
Yên Bái,7
An Giang,0
