province,fire
Trà Vinh,0
Phú Thọ,9
Cà Mau,1
Thanh Hoá,0
Ninh Thuận,11
Hồ Chí Minh,0
Quảng Nam,13
Bình Định,1
Bắc Giang,0
Đồng Nai,1
Bắc Kạn,12
Nghệ An,13
Bình Thuận,12
Tiền Giang,0
Đắk Nông,48
Quảng Trị,0
Long An,0
Điện Biên,23
Lai Châu,10
Quảng Ngãi,4
Hà Tĩnh,5
Thái Nguyên,8
Đồng Tháp,3
Sóc Trăng,0
Lâm Đồng,12
Khánh Hòa,2
Kiên Giang,0
Thừa Thiên Huế,2
Quảng Ninh,26
Bến Tre,0
Gia Lai,70
Vĩnh Phúc,0
Lào Cai,3
Hưng Yên,0
Bà Rịa-Vũng Tàu,2
Phú Yên,1
Cao Bằng,14
Hải Phòng,0
Tuyên Quang,23
Đắk Lắk,56
Hải Dương,0
Kon Tum,61
Bạc Liêu,0
Đà Nẵng,0
Hòa Bình,17
Hà Giang,0
Thái Bình,0
Lạng Sơn,31
Sơn La,37
Cần Thơ,0
Vĩnh Long,0
Ninh Bình,0
Quảng Bình,8
Hậu Giang,0
Hà Nội,0
Bắc Ninh,0
Bình Phước,32
Hà Nam,0
Tây Ninh,2
Bình Dương,0
Nam Định,0
Yên Bái,10
An Giang,1
