province,fire
Trà Vinh,0
Phú Thọ,1
Cà Mau,0
Thanh Hoá,14
Ninh Thuận,0
Hồ Chí Minh,0
Quảng Nam,117
Bình Định,27
Bắc Giang,3
Đồng Nai,3
Bắc Kạn,3
Nghệ An,314
Bình Thuận,5
Tiền Giang,0
Đắk Nông,1
Quảng Trị,0
Long An,3
Điện Biên,0
Lai Châu,0
Quảng Ngãi,87
Hà Tĩnh,19
Thái Nguyên,3
Đồng Tháp,2
Sóc Trăng,0
Lâm Đồng,4
Khánh Hòa,16
Kiên Giang,4
Thừa Thiên Huế,5
Quảng Ninh,14
Bến Tre,0
Gia Lai,3
Vĩnh Phúc,0
Lào Cai,1
Hưng Yên,0
Bà Rịa-Vũng Tàu,0
Phú Yên,12
Cao Bằng,0
Hải Phòng,0
Tuyên Quang,7
Đắk Lắk,17
Hải Dương,0
Kon Tum,13
Bạc Liêu,0
Đà Nẵng,0
Hòa Bình,6
Hà Giang,7
Thái Bình,0
Lạng Sơn,3
Sơn La,1
Cần Thơ,0
Vĩnh Long,0
Ninh Bình,0
Quảng Bình,12
Hậu Giang,0
Hà Nội,0
Bắc Ninh,0
Bình Phước,3
Hà Nam,0
Tây Ninh,0
Bình Dương,0
Nam Định,0
Yên Bái,4
An Giang,0
