province,fire
Trà Vinh,369
Phú Thọ,113
Cà Mau,126
Thanh Hoá,2738
Ninh Thuận,1353
Hồ Chí Minh,486
Quảng Nam,4416
Bình Định,751
Bắc Giang,228
Đồng Nai,1278
Bắc Kạn,632
Nghệ An,4064
Bình Thuận,2147
Tiền Giang,279
Đắk Nông,2855
Quảng Trị,2157
Long An,1419
Điện Biên,25464
Lai Châu,10830
Quảng Ngãi,2036
Hà Tĩnh,930
Thái Nguyên,503
Đồng Tháp,248
Sóc Trăng,1494
Lâm Đồng,1976
Khánh Hòa,1090
Kiên Giang,2471
Thừa Thiên Huế,498
Quảng Ninh,1577
Bến Tre,81
Gia Lai,7102
Vĩnh Phúc,32
Lào Cai,813
Hưng Yên,9
Bà Rịa-Vũng Tàu,499
Phú Yên,1693
Cao Bằng,628
Hải Phòng,46
Tuyên Quang,941
Đắk Lắk,7428
Hải Dương,77
Kon Tum,4352
Bạc Liêu,622
Đà Nẵng,77
Hòa Bình,722
Hà Giang,846
Thái Bình,30
Lạng Sơn,1399
Sơn La,24267
Cần Thơ,14
Vĩnh Long,21
Ninh Bình,82
Quảng Bình,1233
Hậu Giang,545
Hà Nội,36
Bắc Ninh,90
Bình Phước,893
Hà Nam,48
Tây Ninh,574
Bình Dương,626
Nam Định,18
Yên Bái,1181
An Giang,2280
