province,fire
Trà Vinh,1
Phú Thọ,17
Cà Mau,10
Thanh Hoá,0
Ninh Thuận,18
Hồ Chí Minh,4
Quảng Nam,33
Bình Định,25
Bắc Giang,0
Đồng Nai,8
Bắc Kạn,22
Nghệ An,40
Bình Thuận,18
Tiền Giang,0
Đắk Nông,9
Quảng Trị,0
Long An,0
Điện Biên,30
Lai Châu,47
Quảng Ngãi,15
Hà Tĩnh,26
Thái Nguyên,13
Đồng Tháp,0
Sóc Trăng,0
Lâm Đồng,18
Khánh Hòa,16
Kiên Giang,1
Thừa Thiên Huế,14
Quảng Ninh,34
Bến Tre,0
Gia Lai,37
Vĩnh Phúc,0
Lào Cai,21
Hưng Yên,0
Bà Rịa-Vũng Tàu,1
Phú Yên,16
Cao Bằng,32
Hải Phòng,0
Tuyên Quang,16
Đắk Lắk,32
Hải Dương,0
Kon Tum,27
Bạc Liêu,0
Đà Nẵng,0
Hòa Bình,19
Hà Giang,1
Thái Bình,0
Lạng Sơn,28
Sơn La,58
Cần Thơ,0
Vĩnh Long,0
Ninh Bình,1
Quảng Bình,48
Hậu Giang,0
Hà Nội,1
Bắc Ninh,0
Bình Phước,7
Hà Nam,0
Tây Ninh,1
Bình Dương,0
Nam Định,0
Yên Bái,42
An Giang,0
