province,fire
Trà Vinh,0
Phú Thọ,8
Cà Mau,1
Thanh Hoá,0
Ninh Thuận,20
Hồ Chí Minh,1
Quảng Nam,0
Bình Định,97
Bắc Giang,16
Đồng Nai,8
Bắc Kạn,34
Nghệ An,0
Bình Thuận,23
Tiền Giang,0
Đắk Nông,0
Quảng Trị,0
Long An,2
Điện Biên,0
Lai Châu,0
Quảng Ngãi,0
Hà Tĩnh,0
Thái Nguyên,21
Đồng Tháp,2
Sóc Trăng,1
Lâm Đồng,0
Khánh Hòa,40
Kiên Giang,14
Thừa Thiên Huế,25
Quảng Ninh,0
Bến Tre,0
Gia Lai,0
Vĩnh Phúc,0
Lào Cai,0
Hưng Yên,0
Bà Rịa-Vũng Tàu,0
Phú Yên,24
Cao Bằng,14
Hải Phòng,0
Tuyên Quang,0
Đắk Lắk,0
Hải Dương,0
Kon Tum,0
Bạc Liêu,0
Đà Nẵng,0
Hòa Bình,16
Hà Giang,0
Thái Bình,0
Lạng Sơn,0
Sơn La,0
Cần Thơ,0
Vĩnh Long,0
Ninh Bình,0
Quảng Bình,31
Hậu Giang,0
Hà Nội,0
Bắc Ninh,0
Bình Phước,15
Hà Nam,0
Tây Ninh,3
Bình Dương,0
Nam Định,0
Yên Bái,0
An Giang,9
