province,fire
Trà Vinh,0
Phú Thọ,0
Cà Mau,0
Thanh Hoá,0
Ninh Thuận,0
Hồ Chí Minh,0
Quảng Nam,0
Bình Định,0
Bắc Giang,0
Đồng Nai,1
Bắc Kạn,1
Nghệ An,1
Bình Thuận,0
Tiền Giang,0
Đắk Nông,0
Quảng Trị,0
Long An,0
Điện Biên,7
Lai Châu,2
Quảng Ngãi,0
Hà Tĩnh,4
Thái Nguyên,1
Đồng Tháp,0
Sóc Trăng,0
Lâm Đồng,1
Khánh Hòa,0
Kiên Giang,0
Thừa Thiên Huế,1
Quảng Ninh,4
Bến Tre,0
Gia Lai,0
Vĩnh Phúc,0
Lào Cai,0
Hưng Yên,0
Bà Rịa-Vũng Tàu,1
Phú Yên,0
Cao Bằng,0
Hải Phòng,0
Tuyên Quang,0
Đắk Lắk,0
Hải Dương,0
Kon Tum,0
Bạc Liêu,0
Đà Nẵng,0
Hòa Bình,1
Hà Giang,0
Thái Bình,0
Lạng Sơn,2
Sơn La,8
Cần Thơ,0
Vĩnh Long,0
Ninh Bình,0
Quảng Bình,8
Hậu Giang,0
Hà Nội,0
Bắc Ninh,0
Bình Phước,4
Hà Nam,0
Tây Ninh,0
Bình Dương,0
Nam Định,0
Yên Bái,1
An Giang,0
