province,fire
Trà Vinh,0
Phú Thọ,25
Cà Mau,3
Thanh Hoá,103
Ninh Thuận,10
Hồ Chí Minh,3
Quảng Nam,217
Bình Định,222
Bắc Giang,47
Đồng Nai,28
Bắc Kạn,12
Nghệ An,65
Bình Thuận,42
Tiền Giang,6
Đắk Nông,3
Quảng Trị,65
Long An,42
Điện Biên,38
Lai Châu,16
Quảng Ngãi,185
Hà Tĩnh,74
Thái Nguyên,22
Đồng Tháp,40
Sóc Trăng,3
Lâm Đồng,4
Khánh Hòa,50
Kiên Giang,31
Thừa Thiên Huế,57
Quảng Ninh,67
Bến Tre,4
Gia Lai,27
Vĩnh Phúc,4
Lào Cai,24
Hưng Yên,4
Bà Rịa-Vũng Tàu,44
Phú Yên,178
Cao Bằng,24
Hải Phòng,20
Tuyên Quang,14
Đắk Lắk,36
Hải Dương,87
Kon Tum,6
Bạc Liêu,0
Đà Nẵng,13
Hòa Bình,22
Hà Giang,12
Thái Bình,5
Lạng Sơn,20
Sơn La,18
Cần Thơ,2
Vĩnh Long,0
Ninh Bình,19
Quảng Bình,61
Hậu Giang,0
Hà Nội,32
Bắc Ninh,28
Bình Phước,10
Hà Nam,33
Tây Ninh,21
Bình Dương,12
Nam Định,6
Yên Bái,14
An Giang,18
