province,fire
Trà Vinh,0
Phú Thọ,3
Cà Mau,0
Thanh Hoá,0
Ninh Thuận,18
Hồ Chí Minh,0
Quảng Nam,3
Bình Định,2
Bắc Giang,1
Đồng Nai,10
Bắc Kạn,0
Nghệ An,24
Bình Thuận,26
Tiền Giang,0
Đắk Nông,179
Quảng Trị,0
Long An,1
Điện Biên,435
Lai Châu,279
Quảng Ngãi,7
Hà Tĩnh,1
Thái Nguyên,2
Đồng Tháp,0
Sóc Trăng,0
Lâm Đồng,35
Khánh Hòa,1
Kiên Giang,13
Thừa Thiên Huế,4
Quảng Ninh,2
Bến Tre,0
Gia Lai,290
Vĩnh Phúc,0
Lào Cai,21
Hưng Yên,0
Bà Rịa-Vũng Tàu,4
Phú Yên,1
Cao Bằng,2
Hải Phòng,0
Tuyên Quang,4
Đắk Lắk,314
Hải Dương,0
Kon Tum,551
Bạc Liêu,0
Đà Nẵng,0
Hòa Bình,2
Hà Giang,8
Thái Bình,0
Lạng Sơn,0
Sơn La,324
Cần Thơ,0
Vĩnh Long,0
Ninh Bình,0
Quảng Bình,4
Hậu Giang,0
Hà Nội,0
Bắc Ninh,0
Bình Phước,36
Hà Nam,0
Tây Ninh,1
Bình Dương,0
Nam Định,0
Yên Bái,12
An Giang,0
