province,fire
Trà Vinh,0
Phú Thọ,6
Cà Mau,1
Thanh Hoá,4
Ninh Thuận,20
Hồ Chí Minh,0
Quảng Nam,46
Bình Định,10
Bắc Giang,0
Đồng Nai,1
Bắc Kạn,5
Nghệ An,28
Bình Thuận,50
Tiền Giang,0
Đắk Nông,212
Quảng Trị,0
Long An,0
Điện Biên,407
Lai Châu,268
Quảng Ngãi,38
Hà Tĩnh,2
Thái Nguyên,0
Đồng Tháp,0
Sóc Trăng,1
Lâm Đồng,116
Khánh Hòa,10
Kiên Giang,2
Thừa Thiên Huế,15
Quảng Ninh,8
Bến Tre,0
Gia Lai,173
Vĩnh Phúc,0
Lào Cai,26
Hưng Yên,0
Bà Rịa-Vũng Tàu,1
Phú Yên,10
Cao Bằng,14
Hải Phòng,0
Tuyên Quang,8
Đắk Lắk,235
Hải Dương,0
Kon Tum,83
Bạc Liêu,0
Đà Nẵng,0
Hòa Bình,4
Hà Giang,6
Thái Bình,0
Lạng Sơn,11
Sơn La,259
Cần Thơ,0
Vĩnh Long,0
Ninh Bình,0
Quảng Bình,11
Hậu Giang,2
Hà Nội,1
Bắc Ninh,0
Bình Phước,7
Hà Nam,0
Tây Ninh,1
Bình Dương,0
Nam Định,0
Yên Bái,24
An Giang,0
