province,fire
Trà Vinh,0
Phú Thọ,20
Cà Mau,4
Thanh Hoá,46
Ninh Thuận,33
Hồ Chí Minh,0
Quảng Nam,96
Bình Định,7
Bắc Giang,5
Đồng Nai,4
Bắc Kạn,19
Nghệ An,76
Bình Thuận,17
Tiền Giang,0
Đắk Nông,169
Quảng Trị,0
Long An,3
Điện Biên,483
Lai Châu,182
Quảng Ngãi,28
Hà Tĩnh,8
Thái Nguyên,19
Đồng Tháp,4
Sóc Trăng,0
Lâm Đồng,139
Khánh Hòa,15
Kiên Giang,6
Thừa Thiên Huế,19
Quảng Ninh,88
Bến Tre,0
Gia Lai,246
Vĩnh Phúc,0
Lào Cai,15
Hưng Yên,0
Bà Rịa-Vũng Tàu,3
Phú Yên,10
Cao Bằng,35
Hải Phòng,0
Tuyên Quang,37
Đắk Lắk,153
Hải Dương,0
Kon Tum,541
Bạc Liêu,0
Đà Nẵng,0
Hòa Bình,14
Hà Giang,15
Thái Bình,0
Lạng Sơn,46
Sơn La,328
Cần Thơ,0
Vĩnh Long,0
Ninh Bình,0
Quảng Bình,24
Hậu Giang,0
Hà Nội,0
Bắc Ninh,0
Bình Phước,15
Hà Nam,0
Tây Ninh,0
Bình Dương,0
Nam Định,0
Yên Bái,27
An Giang,0
