province,fire
Trà Vinh,0
Phú Thọ,1
Cà Mau,1
Thanh Hoá,0
Ninh Thuận,5
Hồ Chí Minh,0
Quảng Nam,14
Bình Định,1
Bắc Giang,0
Đồng Nai,1
Bắc Kạn,3
Nghệ An,7
Bình Thuận,6
Tiền Giang,0
Đắk Nông,3
Quảng Trị,0
Long An,0
Điện Biên,31
Lai Châu,19
Quảng Ngãi,3
Hà Tĩnh,5
Thái Nguyên,1
Đồng Tháp,0
Sóc Trăng,0
Lâm Đồng,7
Khánh Hòa,4
Kiên Giang,1
Thừa Thiên Huế,6
Quảng Ninh,4
Bến Tre,0
Gia Lai,9
Vĩnh Phúc,0
Lào Cai,1
Hưng Yên,0
Bà Rịa-Vũng Tàu,1
Phú Yên,0
Cao Bằng,3
Hải Phòng,0
Tuyên Quang,0
Đắk Lắk,12
Hải Dương,0
Kon Tum,16
Bạc Liêu,0
Đà Nẵng,0
Hòa Bình,7
Hà Giang,0
Thái Bình,0
Lạng Sơn,0
Sơn La,31
Cần Thơ,0
Vĩnh Long,0
Ninh Bình,0
Quảng Bình,1
Hậu Giang,0
Hà Nội,0
Bắc Ninh,0
Bình Phước,10
Hà Nam,0
Tây Ninh,0
Bình Dương,1
Nam Định,0
Yên Bái,2
An Giang,0
