province,fire
Trà Vinh,0
Phú Thọ,15
Cà Mau,14
Thanh Hoá,34
Ninh Thuận,8
Hồ Chí Minh,5
Quảng Nam,58
Bình Định,24
Bắc Giang,36
Đồng Nai,35
Bắc Kạn,73
Nghệ An,54
Bình Thuận,27
Tiền Giang,4
Đắk Nông,12
Quảng Trị,30
Long An,30
Điện Biên,188
Lai Châu,31
Quảng Ngãi,41
Hà Tĩnh,28
Thái Nguyên,32
Đồng Tháp,8
Sóc Trăng,3
Lâm Đồng,9
Khánh Hòa,10
Kiên Giang,18
Thừa Thiên Huế,35
Quảng Ninh,56
Bến Tre,1
Gia Lai,4
Vĩnh Phúc,1
Lào Cai,26
Hưng Yên,3
Bà Rịa-Vũng Tàu,6
Phú Yên,23
Cao Bằng,97
Hải Phòng,14
Tuyên Quang,60
Đắk Lắk,10
Hải Dương,52
Kon Tum,2
Bạc Liêu,1
Đà Nẵng,1
Hòa Bình,32
Hà Giang,38
Thái Bình,1
Lạng Sơn,81
Sơn La,71
Cần Thơ,0
Vĩnh Long,0
Ninh Bình,7
Quảng Bình,32
Hậu Giang,3
Hà Nội,17
Bắc Ninh,18
Bình Phước,8
Hà Nam,11
Tây Ninh,16
Bình Dương,8
Nam Định,1
Yên Bái,45
An Giang,69
