province,fire
Trà Vinh,20
Phú Thọ,10
Cà Mau,7
Thanh Hoá,41
Ninh Thuận,36
Hồ Chí Minh,19
Quảng Nam,106
Bình Định,131
Bắc Giang,13
Đồng Nai,66
Bắc Kạn,7
Nghệ An,65
Bình Thuận,74
Tiền Giang,31
Đắk Nông,1
Quảng Trị,26
Long An,95
Điện Biên,1
Lai Châu,5
Quảng Ngãi,166
Hà Tĩnh,49
Thái Nguyên,15
Đồng Tháp,44
Sóc Trăng,16
Lâm Đồng,16
Khánh Hòa,217
Kiên Giang,92
Thừa Thiên Huế,25
Quảng Ninh,16
Bến Tre,33
Gia Lai,31
Vĩnh Phúc,3
Lào Cai,5
Hưng Yên,1
Bà Rịa-Vũng Tàu,37
Phú Yên,289
Cao Bằng,1
Hải Phòng,3
Tuyên Quang,5
Đắk Lắk,74
Hải Dương,31
Kon Tum,1
Bạc Liêu,5
Đà Nẵng,20
Hòa Bình,5
Hà Giang,16
Thái Bình,8
Lạng Sơn,2
Sơn La,6
Cần Thơ,0
Vĩnh Long,0
Ninh Bình,7
Quảng Bình,43
Hậu Giang,21
Hà Nội,15
Bắc Ninh,30
Bình Phước,10
Hà Nam,19
Tây Ninh,17
Bình Dương,42
Nam Định,7
Yên Bái,3
An Giang,81
