province,fire
Trà Vinh,0
Phú Thọ,3
Cà Mau,1
Thanh Hoá,0
Ninh Thuận,1
Hồ Chí Minh,0
Quảng Nam,1
Bình Định,5
Bắc Giang,0
Đồng Nai,0
Bắc Kạn,0
Nghệ An,2
Bình Thuận,1
Tiền Giang,0
Đắk Nông,0
Quảng Trị,0
Long An,0
Điện Biên,67
Lai Châu,19
Quảng Ngãi,1
Hà Tĩnh,0
Thái Nguyên,1
Đồng Tháp,0
Sóc Trăng,0
Lâm Đồng,2
Khánh Hòa,0
Kiên Giang,0
Thừa Thiên Huế,1
Quảng Ninh,2
Bến Tre,0
Gia Lai,0
Vĩnh Phúc,1
Lào Cai,0
Hưng Yên,0
Bà Rịa-Vũng Tàu,0
Phú Yên,2
Cao Bằng,1
Hải Phòng,0
Tuyên Quang,0
Đắk Lắk,1
Hải Dương,0
Kon Tum,1
Bạc Liêu,0
Đà Nẵng,0
Hòa Bình,2
Hà Giang,1
Thái Bình,0
Lạng Sơn,1
Sơn La,4
Cần Thơ,0
Vĩnh Long,0
Ninh Bình,0
Quảng Bình,8
Hậu Giang,0
Hà Nội,0
Bắc Ninh,0
Bình Phước,0
Hà Nam,0
Tây Ninh,1
Bình Dương,0
Nam Định,0
Yên Bái,4
An Giang,0
