province,fire
Trà Vinh,7
Phú Thọ,24
Cà Mau,11
Thanh Hoá,69
Ninh Thuận,21
Hồ Chí Minh,21
Quảng Nam,208
Bình Định,237
Bắc Giang,14
Đồng Nai,36
Bắc Kạn,20
Nghệ An,47
Bình Thuận,31
Tiền Giang,13
Đắk Nông,4
Quảng Trị,54
Long An,36
Điện Biên,49
Lai Châu,43
Quảng Ngãi,203
Hà Tĩnh,61
Thái Nguyên,12
Đồng Tháp,61
Sóc Trăng,6
Lâm Đồng,8
Khánh Hòa,114
Kiên Giang,86
Thừa Thiên Huế,62
Quảng Ninh,29
Bến Tre,4
Gia Lai,51
Vĩnh Phúc,10
Lào Cai,25
Hưng Yên,3
Bà Rịa-Vũng Tàu,23
Phú Yên,268
Cao Bằng,45
Hải Phòng,13
Tuyên Quang,22
Đắk Lắk,62
Hải Dương,45
Kon Tum,5
Bạc Liêu,17
Đà Nẵng,31
Hòa Bình,14
Hà Giang,29
Thái Bình,2
Lạng Sơn,19
Sơn La,78
Cần Thơ,15
Vĩnh Long,2
Ninh Bình,11
Quảng Bình,53
Hậu Giang,7
Hà Nội,16
Bắc Ninh,31
Bình Phước,13
Hà Nam,16
Tây Ninh,29
Bình Dương,23
Nam Định,5
Yên Bái,17
An Giang,78
