province,fire
Trà Vinh,0
Phú Thọ,3
Cà Mau,0
Thanh Hoá,0
Ninh Thuận,0
Hồ Chí Minh,0
Quảng Nam,1
Bình Định,0
Bắc Giang,1
Đồng Nai,0
Bắc Kạn,1
Nghệ An,0
Bình Thuận,4
Tiền Giang,0
Đắk Nông,2
Quảng Trị,0
Long An,0
Điện Biên,72
Lai Châu,14
Quảng Ngãi,3
Hà Tĩnh,3
Thái Nguyên,5
Đồng Tháp,0
Sóc Trăng,0
Lâm Đồng,0
Khánh Hòa,0
Kiên Giang,0
Thừa Thiên Huế,8
Quảng Ninh,2
Bến Tre,0
Gia Lai,16
Vĩnh Phúc,0
Lào Cai,1
Hưng Yên,0
Bà Rịa-Vũng Tàu,3
Phú Yên,0
Cao Bằng,0
Hải Phòng,0
Tuyên Quang,1
Đắk Lắk,0
Hải Dương,0
Kon Tum,14
Bạc Liêu,0
Đà Nẵng,0
Hòa Bình,1
Hà Giang,2
Thái Bình,0
Lạng Sơn,1
Sơn La,20
Cần Thơ,0
Vĩnh Long,0
Ninh Bình,0
Quảng Bình,3
Hậu Giang,0
Hà Nội,0
Bắc Ninh,0
Bình Phước,11
Hà Nam,0
Tây Ninh,1
Bình Dương,0
Nam Định,0
Yên Bái,6
An Giang,0
