province,fire
Trà Vinh,66
Phú Thọ,148
Cà Mau,327
Thanh Hoá,295
Ninh Thuận,283
Hồ Chí Minh,180
Quảng Nam,2162
Bình Định,351
Bắc Giang,70
Đồng Nai,896
Bắc Kạn,152
Nghệ An,770
Bình Thuận,4209
Tiền Giang,1170
Đắk Nông,3762
Quảng Trị,1037
Long An,2151
Điện Biên,8893
Lai Châu,3420
Quảng Ngãi,2097
Hà Tĩnh,369
Thái Nguyên,102
Đồng Tháp,4303
Sóc Trăng,201
Lâm Đồng,2182
Khánh Hòa,115
Kiên Giang,2610
Thừa Thiên Huế,642
Quảng Ninh,474
Bến Tre,80
Gia Lai,12262
Vĩnh Phúc,12
Lào Cai,644
Hưng Yên,5
Bà Rịa-Vũng Tàu,494
Phú Yên,325
Cao Bằng,124
Hải Phòng,27
Tuyên Quang,384
Đắk Lắk,8045
Hải Dương,49
Kon Tum,11591
Bạc Liêu,71
Đà Nẵng,172
Hòa Bình,93
Hà Giang,324
Thái Bình,0
Lạng Sơn,891
Sơn La,4884
Cần Thơ,2558
Vĩnh Long,383
Ninh Bình,44
Quảng Bình,744
Hậu Giang,212
Hà Nội,9
Bắc Ninh,14
Bình Phước,558
Hà Nam,11
Tây Ninh,606
Bình Dương,393
Nam Định,2
Yên Bái,465
An Giang,2177
