province,fire
Trà Vinh,0
Phú Thọ,3
Cà Mau,5
Thanh Hoá,79
Ninh Thuận,4
Hồ Chí Minh,0
Quảng Nam,188
Bình Định,49
Bắc Giang,25
Đồng Nai,0
Bắc Kạn,46
Nghệ An,218
Bình Thuận,2
Tiền Giang,0
Đắk Nông,16
Quảng Trị,0
Long An,4
Điện Biên,100
Lai Châu,78
Quảng Ngãi,105
Hà Tĩnh,58
Thái Nguyên,12
Đồng Tháp,0
Sóc Trăng,0
Lâm Đồng,16
Khánh Hòa,42
Kiên Giang,3
Thừa Thiên Huế,9
Quảng Ninh,44
Bến Tre,0
Gia Lai,20
Vĩnh Phúc,0
Lào Cai,6
Hưng Yên,0
Bà Rịa-Vũng Tàu,0
Phú Yên,13
Cao Bằng,12
Hải Phòng,0
Tuyên Quang,42
Đắk Lắk,19
Hải Dương,0
Kon Tum,26
Bạc Liêu,0
Đà Nẵng,0
Hòa Bình,13
Hà Giang,46
Thái Bình,0
Lạng Sơn,11
Sơn La,39
Cần Thơ,0
Vĩnh Long,0
Ninh Bình,0
Quảng Bình,14
Hậu Giang,0
Hà Nội,0
Bắc Ninh,0
Bình Phước,7
Hà Nam,0
Tây Ninh,0
Bình Dương,0
Nam Định,0
Yên Bái,19
An Giang,2
