province,fire
Trà Vinh,0
Phú Thọ,9
Cà Mau,6
Thanh Hoá,11
Ninh Thuận,171
Hồ Chí Minh,5
Quảng Nam,103
Bình Định,54
Bắc Giang,3
Đồng Nai,21
Bắc Kạn,32
Nghệ An,69
Bình Thuận,155
Tiền Giang,0
Đắk Nông,122
Quảng Trị,0
Long An,17
Điện Biên,424
Lai Châu,183
Quảng Ngãi,33
Hà Tĩnh,2
Thái Nguyên,8
Đồng Tháp,2
Sóc Trăng,2
Lâm Đồng,102
Khánh Hòa,17
Kiên Giang,8
Thừa Thiên Huế,41
Quảng Ninh,1
Bến Tre,0
Gia Lai,209
Vĩnh Phúc,2
Lào Cai,54
Hưng Yên,0
Bà Rịa-Vũng Tàu,4
Phú Yên,17
Cao Bằng,97
Hải Phòng,0
Tuyên Quang,12
Đắk Lắk,98
Hải Dương,0
Kon Tum,551
Bạc Liêu,1
Đà Nẵng,0
Hòa Bình,13
Hà Giang,19
Thái Bình,0
Lạng Sơn,12
Sơn La,492
Cần Thơ,0
Vĩnh Long,0
Ninh Bình,0
Quảng Bình,61
Hậu Giang,1
Hà Nội,1
Bắc Ninh,0
Bình Phước,30
Hà Nam,0
Tây Ninh,6
Bình Dương,2
Nam Định,0
Yên Bái,36
An Giang,1
