province,fire
Trà Vinh,7
Phú Thọ,4
Cà Mau,32
Thanh Hoá,55
Ninh Thuận,125
Hồ Chí Minh,17
Quảng Nam,93
Bình Định,46
Bắc Giang,23
Đồng Nai,108
Bắc Kạn,3
Nghệ An,88
Bình Thuận,802
Tiền Giang,0
Đắk Nông,201
Quảng Trị,96
Long An,92
Điện Biên,345
Lai Châu,83
Quảng Ngãi,123
Hà Tĩnh,46
Thái Nguyên,21
Đồng Tháp,397
Sóc Trăng,39
Lâm Đồng,388
Khánh Hòa,15
Kiên Giang,93
Thừa Thiên Huế,68
Quảng Ninh,210
Bến Tre,1
Gia Lai,737
Vĩnh Phúc,0
Lào Cai,20
Hưng Yên,0
Bà Rịa-Vũng Tàu,55
Phú Yên,17
Cao Bằng,7
Hải Phòng,2
Tuyên Quang,7
Đắk Lắk,1689
Hải Dương,34
Kon Tum,252
Bạc Liêu,36
Đà Nẵng,7
Hòa Bình,19
Hà Giang,11
Thái Bình,0
Lạng Sơn,37
Sơn La,235
Cần Thơ,1
Vĩnh Long,6
Ninh Bình,8
Quảng Bình,59
Hậu Giang,2
Hà Nội,0
Bắc Ninh,1
Bình Phước,81
Hà Nam,14
Tây Ninh,82
Bình Dương,71
Nam Định,1
Yên Bái,17
An Giang,59
