province,fire
Trà Vinh,0
Phú Thọ,5
Cà Mau,0
Thanh Hoá,28
Ninh Thuận,5
Hồ Chí Minh,0
Quảng Nam,96
Bình Định,14
Bắc Giang,1
Đồng Nai,5
Bắc Kạn,38
Nghệ An,59
Bình Thuận,3
Tiền Giang,0
Đắk Nông,58
Quảng Trị,0
Long An,1
Điện Biên,313
Lai Châu,128
Quảng Ngãi,23
Hà Tĩnh,8
Thái Nguyên,1
Đồng Tháp,0
Sóc Trăng,0
Lâm Đồng,68
Khánh Hòa,15
Kiên Giang,1
Thừa Thiên Huế,12
Quảng Ninh,7
Bến Tre,0
Gia Lai,72
Vĩnh Phúc,0
Lào Cai,0
Hưng Yên,0
Bà Rịa-Vũng Tàu,2
Phú Yên,7
Cao Bằng,20
Hải Phòng,0
Tuyên Quang,9
Đắk Lắk,80
Hải Dương,0
Kon Tum,223
Bạc Liêu,0
Đà Nẵng,0
Hòa Bình,8
Hà Giang,7
Thái Bình,0
Lạng Sơn,14
Sơn La,60
Cần Thơ,0
Vĩnh Long,0
Ninh Bình,2
Quảng Bình,25
Hậu Giang,0
Hà Nội,0
Bắc Ninh,0
Bình Phước,3
Hà Nam,0
Tây Ninh,0
Bình Dương,0
Nam Định,0
Yên Bái,4
An Giang,0
