province,fire
Trà Vinh,0
Phú Thọ,1
Cà Mau,0
Thanh Hoá,2
Ninh Thuận,0
Hồ Chí Minh,0
Quảng Nam,15
Bình Định,8
Bắc Giang,1
Đồng Nai,0
Bắc Kạn,0
Nghệ An,7
Bình Thuận,1
Tiền Giang,0
Đắk Nông,1
Quảng Trị,0
Long An,0
Điện Biên,24
Lai Châu,2
Quảng Ngãi,5
Hà Tĩnh,2
Thái Nguyên,1
Đồng Tháp,0
Sóc Trăng,0
Lâm Đồng,2
Khánh Hòa,0
Kiên Giang,1
Thừa Thiên Huế,10
Quảng Ninh,2
Bến Tre,0
Gia Lai,5
Vĩnh Phúc,0
Lào Cai,0
Hưng Yên,0
Bà Rịa-Vũng Tàu,1
Phú Yên,0
Cao Bằng,0
Hải Phòng,0
Tuyên Quang,0
Đắk Lắk,1
Hải Dương,0
Kon Tum,2
Bạc Liêu,0
Đà Nẵng,0
Hòa Bình,1
Hà Giang,1
Thái Bình,0
Lạng Sơn,0
Sơn La,2
Cần Thơ,0
Vĩnh Long,0
Ninh Bình,0
Quảng Bình,5
Hậu Giang,0
Hà Nội,0
Bắc Ninh,0
Bình Phước,0
Hà Nam,0
Tây Ninh,0
Bình Dương,0
Nam Định,0
Yên Bái,6
An Giang,0
