province,fire
Trà Vinh,0
Phú Thọ,22
Cà Mau,0
Thanh Hoá,43
Ninh Thuận,0
Hồ Chí Minh,0
Quảng Nam,0
Bình Định,20
Bắc Giang,62
Đồng Nai,0
Bắc Kạn,46
Nghệ An,111
Bình Thuận,80
Tiền Giang,0
Đắk Nông,150
Quảng Trị,0
Long An,0
Điện Biên,325
Lai Châu,111
Quảng Ngãi,0
Hà Tĩnh,54
Thái Nguyên,30
Đồng Tháp,0
Sóc Trăng,0
Lâm Đồng,79
Khánh Hòa,7
Kiên Giang,5
Thừa Thiên Huế,0
Quảng Ninh,224
Bến Tre,0
Gia Lai,580
Vĩnh Phúc,2
Lào Cai,11
Hưng Yên,0
Bà Rịa-Vũng Tàu,0
Phú Yên,0
Cao Bằng,49
Hải Phòng,1
Tuyên Quang,52
Đắk Lắk,1319
Hải Dương,0
Kon Tum,176
Bạc Liêu,0
Đà Nẵng,0
Hòa Bình,18
Hà Giang,20
Thái Bình,0
Lạng Sơn,128
Sơn La,141
Cần Thơ,0
Vĩnh Long,0
Ninh Bình,0
Quảng Bình,0
Hậu Giang,0
Hà Nội,0
Bắc Ninh,0
Bình Phước,0
Hà Nam,0
Tây Ninh,0
Bình Dương,0
Nam Định,0
Yên Bái,25
An Giang,0
