province,fire
Trà Vinh,0
Phú Thọ,1
Cà Mau,0
Thanh Hoá,1
Ninh Thuận,0
Hồ Chí Minh,0
Quảng Nam,9
Bình Định,9
Bắc Giang,1
Đồng Nai,1
Bắc Kạn,1
Nghệ An,3
Bình Thuận,0
Tiền Giang,0
Đắk Nông,0
Quảng Trị,0
Long An,0
Điện Biên,10
Lai Châu,1
Quảng Ngãi,17
Hà Tĩnh,9
Thái Nguyên,1
Đồng Tháp,0
Sóc Trăng,0
Lâm Đồng,0
Khánh Hòa,3
Kiên Giang,0
Thừa Thiên Huế,7
Quảng Ninh,7
Bến Tre,0
Gia Lai,1
Vĩnh Phúc,0
Lào Cai,1
Hưng Yên,0
Bà Rịa-Vũng Tàu,0
Phú Yên,5
Cao Bằng,0
Hải Phòng,0
Tuyên Quang,3
Đắk Lắk,1
Hải Dương,0
Kon Tum,0
Bạc Liêu,0
Đà Nẵng,0
Hòa Bình,1
Hà Giang,0
Thái Bình,0
Lạng Sơn,5
Sơn La,2
Cần Thơ,0
Vĩnh Long,0
Ninh Bình,0
Quảng Bình,1
Hậu Giang,0
Hà Nội,0
Bắc Ninh,0
Bình Phước,0
Hà Nam,0
Tây Ninh,0
Bình Dương,0
Nam Định,0
Yên Bái,0
An Giang,0
