,province,fire
0,Trà Vinh,4
1,Phú Thọ,164
2,Cà Mau,413
3,Thanh Hoá,138
4,Ninh Thuận,1048
5,TP. Hồ Chí Minh,14
6,Quảng Nam,727
7,Bình Định,68
8,Bắc Giang,224
9,Đồng Nai,254
10,Bắc Kạn,26
11,Nghệ An,305
12,Bình Thuận,2403
13,Tiền Giang,551
14,Đắk Nông,567
15,Quảng Trị,431
16,Long An,1150
17,Điện Biên,2153
18,Lai Châu,325
19,Quảng Ngãi,453
20,Hà Tĩnh,136
21,Thái Nguyên,76
22,Đồng Tháp,2128
23,Sóc Trăng,43
24,Lâm Đồng,1385
25,Khánh Hoà,79
26,Kiên Giang,1136
27,Thừa Thiên - Huế,292
28,Quảng Ninh,486
29,Bến Tre,28
30,Gia Lai,4637
31,Vĩnh Phúc,0
32,Lào Cai,160
33,Hưng Yên,0
34,Bà Rịa - Vũng Tàu,197
35,Phú Yên,36
36,Cao Bằng,201
37,Hải Phòng,0
38,Tuyên Quang,156
39,Đắk Lắk,4110
40,Hải Dương,0
41,Kon Tum,3478
42,Bạc Liêu,32
43,Đà Nẵng,100
44,Hoà Bình,232
45,Hà Giang,150
46,Thái Bình,0
47,Lạng Sơn,186
48,Sơn La,1715
49,Cần Thơ,1270
50,Vĩnh Long,222
51,Ninh Bình,0
52,Quảng Bình,166
53,Hậu Giang,43
54,Hà Nội,0
55,Bắc Ninh,0
56,Bình Phước,271
57,Hà Nam,3
58,Tây Ninh,354
59,Bình Dương,80
60,Nam Định,0
61,Yên Bái,86
62,An Giang,1054
