,province,fire
0,Trà Vinh,7
1,Phú Thọ,29
2,Cà Mau,56
3,Thanh Hoá,46
4,Ninh Thuận,10
5,TP. Hồ Chí Minh,42
6,Quảng Nam,31
7,Bình Định,4
8,Bắc Giang,19
9,Đồng Nai,111
10,Bắc Kạn,5
11,Nghệ An,55
12,Bình Thuận,103
13,Tiền Giang,44
14,Đắk Nông,13
15,Quảng Trị,7
16,Long An,115
17,Điện Biên,376
18,Lai Châu,89
19,Quảng Ngãi,8
20,Hà Tĩnh,13
21,Thái Nguyên,26
22,Đồng Tháp,92
23,Sóc Trăng,21
24,Lâm Đồng,27
25,Khánh Hoà,15
26,Kiên Giang,105
27,Thừa Thiên - Huế,14
28,Quảng Ninh,37
29,Bến Tre,12
30,Gia Lai,25
31,Vĩnh Phúc,4
32,Lào Cai,41
33,Hưng Yên,5
34,Bà Rịa - Vũng Tàu,46
35,Phú Yên,30
36,Cao Bằng,7
37,Hải Phòng,26
38,Tuyên Quang,36
39,Đắk Lắk,50
40,Hải Dương,37
41,Kon Tum,15
42,Bạc Liêu,28
43,Đà Nẵng,1
44,Hoà Bình,18
45,Hà Giang,24
46,Thái Bình,0
47,Lạng Sơn,21
48,Sơn La,172
49,Cần Thơ,2
50,Vĩnh Long,0
51,Ninh Bình,19
52,Quảng Bình,13
53,Hậu Giang,13
54,Hà Nội,15
55,Bắc Ninh,16
56,Bình Phước,40
57,Hà Nam,26
58,Tây Ninh,50
59,Bình Dương,23
60,Nam Định,0
61,Yên Bái,44
62,An Giang,133
