,province,fire
0,Trà Vinh,0
1,Phú Thọ,2
2,Cà Mau,0
3,Thanh Hoá,69
4,Ninh Thuận,25
5,TP. Hồ Chí Minh,0
6,Quảng Nam,58
7,Bình Định,9
8,Bắc Giang,0
9,Đồng Nai,2
10,Bắc Kạn,10
11,Nghệ An,48
12,Bình Thuận,28
13,Tiền Giang,0
14,Đắk Nông,141
15,Quảng Trị,0
16,Long An,3
17,Điện Biên,200
18,Lai Châu,96
19,Quảng Ngãi,21
20,Hà Tĩnh,5
21,Thái Nguyên,2
22,Đồng Tháp,1
23,Sóc Trăng,0
24,Lâm Đồng,140
25,Khánh Hoà,45
26,Kiên Giang,0
27,Thừa Thiên - Huế,8
28,Quảng Ninh,23
29,Bến Tre,0
30,Gia Lai,369
31,Vĩnh Phúc,0
32,Lào Cai,1
33,Hưng Yên,0
34,Bà Rịa - Vũng Tàu,4
35,Phú Yên,3
36,Cao Bằng,14
37,Hải Phòng,0
38,Tuyên Quang,4
39,Đắk Lắk,229
40,Hải Dương,0
41,Kon Tum,379
42,Bạc Liêu,0
43,Đà Nẵng,0
44,Hoà Bình,5
45,Hà Giang,4
46,Thái Bình,0
47,Lạng Sơn,6
48,Sơn La,98
49,Cần Thơ,0
50,Vĩnh Long,0
51,Ninh Bình,0
52,Quảng Bình,15
53,Hậu Giang,1
54,Hà Nội,0
55,Bắc Ninh,0
56,Bình Phước,26
57,Hà Nam,0
58,Tây Ninh,1
59,Bình Dương,0
60,Nam Định,0
61,Yên Bái,1
62,An Giang,3
