,province,fire
0,Trà Vinh,7
1,Phú Thọ,24
2,Cà Mau,11
3,Thanh Hoá,69
4,Ninh Thuận,21
5,TP. Hồ Chí Minh,21
6,Quảng Nam,208
7,Bình Định,237
8,Bắc Giang,14
9,Đồng Nai,36
10,Bắc Kạn,20
11,Nghệ An,47
12,Bình Thuận,31
13,Tiền Giang,13
14,Đắk Nông,4
15,Quảng Trị,54
16,Long An,36
17,Điện Biên,49
18,Lai Châu,43
19,Quảng Ngãi,203
20,Hà Tĩnh,61
21,Thái Nguyên,12
22,Đồng Tháp,61
23,Sóc Trăng,6
24,Lâm Đồng,8
25,Khánh Hoà,114
26,Kiên Giang,86
27,Thừa Thiên - Huế,62
28,Quảng Ninh,29
29,Bến Tre,4
30,Gia Lai,51
31,Vĩnh Phúc,10
32,Lào Cai,25
33,Hưng Yên,3
34,Bà Rịa - Vũng Tàu,23
35,Phú Yên,268
36,Cao Bằng,45
37,Hải Phòng,13
38,Tuyên Quang,22
39,Đắk Lắk,62
40,Hải Dương,45
41,Kon Tum,5
42,Bạc Liêu,17
43,Đà Nẵng,31
44,Hoà Bình,14
45,Hà Giang,29
46,Thái Bình,2
47,Lạng Sơn,19
48,Sơn La,78
49,Cần Thơ,15
50,Vĩnh Long,2
51,Ninh Bình,11
52,Quảng Bình,53
53,Hậu Giang,7
54,Hà Nội,16
55,Bắc Ninh,31
56,Bình Phước,13
57,Hà Nam,16
58,Tây Ninh,29
59,Bình Dương,23
60,Nam Định,5
61,Yên Bái,17
62,An Giang,78
