,province,fire
0,Trà Vinh,3
1,Phú Thọ,20
2,Cà Mau,3
3,Thanh Hoá,0
4,Ninh Thuận,64
5,TP. Hồ Chí Minh,4
6,Quảng Nam,118
7,Bình Định,29
8,Bắc Giang,0
9,Đồng Nai,17
10,Bắc Kạn,38
11,Nghệ An,112
12,Bình Thuận,57
13,Tiền Giang,0
14,Đắk Nông,70
15,Quảng Trị,0
16,Long An,6
17,Điện Biên,292
18,Lai Châu,352
19,Quảng Ngãi,28
20,Hà Tĩnh,26
21,Thái Nguyên,7
22,Đồng Tháp,10
23,Sóc Trăng,2
24,Lâm Đồng,79
25,Khánh Hoà,20
26,Kiên Giang,14
27,Thừa Thiên - Huế,45
28,Quảng Ninh,46
29,Bến Tre,1
30,Gia Lai,162
31,Vĩnh Phúc,0
32,Lào Cai,34
33,Hưng Yên,0
34,Bà Rịa - Vũng Tàu,8
35,Phú Yên,12
36,Cao Bằng,54
37,Hải Phòng,0
38,Tuyên Quang,68
39,Đắk Lắk,103
40,Hải Dương,0
41,Kon Tum,277
42,Bạc Liêu,1
43,Đà Nẵng,0
44,Hoà Bình,42
45,Hà Giang,0
46,Thái Bình,0
47,Lạng Sơn,59
48,Sơn La,381
49,Cần Thơ,0
50,Vĩnh Long,0
51,Ninh Bình,3
52,Quảng Bình,44
53,Hậu Giang,0
54,Hà Nội,0
55,Bắc Ninh,0
56,Bình Phước,92
57,Hà Nam,0
58,Tây Ninh,4
59,Bình Dương,2
60,Nam Định,0
61,Yên Bái,113
62,An Giang,1
