,province,fire
0,Cao Bằng,0
1,Điện Biên,0
2,Khánh Hoà,0
3,Bà Rịa - Vũng Tàu,0
4,Kon Tum,0
5,Ninh Bình,0
6,Phú Thọ,0
7,Lào Cai,0
8,Tuyên Quang,0
9,Lâm Đồng,0
10,Quảng Ninh,0
11,Đắk Lắk,0
12,Nam Định,0
13,Trà Vinh,0
14,Sóc Trăng,0
15,Thái Nguyên,0
16,Bạc Liêu,0
17,Gia Lai,0
18,Đà Nẵng,0
19,Quảng Nam,0
20,Đồng Tháp,0
21,Bến Tre,0
22,Bắc Ninh,0
23,Cà Mau,0
24,Hậu Giang,0
25,Yên Bái,0
26,Hải Phòng,0
27,Vĩnh Phúc,0
28,An Giang,0
29,Hà Giang,0
30,Bình Dương,0
31,Phú Yên,0
32,Đắk Nông,0
33,Hà Nam,0
34,Hoà Bình,0
35,Long An,0
36,Cần Thơ,0
37,Quảng Bình,0
38,Lạng Sơn,0
39,Bình Thuận,0
40,Nghệ An,0
41,Bắc Kạn,0
42,Quảng Ngãi,0
43,Bắc Giang,0
44,Hà Nội,0
45,Thanh Hoá,0
46,Hải Dương,0
47,Tiền Giang,0
48,Vĩnh Long,0
49,Tây Ninh,0
50,Bình Phước,0
51,Lai Châu,0
52,Hà Tĩnh,0
53,Bình Định,0
54,Đồng Nai,0
55,Sơn La,0
56,TP. Hồ Chí Minh,0
57,Hưng Yên,0
58,Thái Bình,0
59,Quảng Trị,0
60,Kiên Giang,0
61,Ninh Thuận,0
62,Thừa Thiên - Huế,0
