,province,fire
0,Trà Vinh,28
1,Phú Thọ,64
2,Cà Mau,19
3,Thanh Hoá,149
4,Ninh Thuận,49
5,TP. Hồ Chí Minh,72
6,Quảng Nam,21
7,Bình Định,8
8,Bắc Giang,31
9,Đồng Nai,265
10,Bắc Kạn,11
11,Nghệ An,161
12,Bình Thuận,287
13,Tiền Giang,54
14,Đắk Nông,87
15,Quảng Trị,2
16,Long An,214
17,Điện Biên,248
18,Lai Châu,95
19,Quảng Ngãi,20
20,Hà Tĩnh,36
21,Thái Nguyên,38
22,Đồng Tháp,150
23,Sóc Trăng,43
24,Lâm Đồng,124
25,Khánh Hoà,24
26,Kiên Giang,138
27,Thừa Thiên - Huế,0
28,Quảng Ninh,70
29,Bến Tre,26
30,Gia Lai,83
31,Vĩnh Phúc,21
32,Lào Cai,48
33,Hưng Yên,3
34,Bà Rịa - Vũng Tàu,80
35,Phú Yên,9
36,Cao Bằng,13
37,Hải Phòng,22
38,Tuyên Quang,33
39,Đắk Lắk,131
40,Hải Dương,36
41,Kon Tum,60
42,Bạc Liêu,21
43,Đà Nẵng,1
44,Hoà Bình,14
45,Hà Giang,24
46,Thái Bình,3
47,Lạng Sơn,101
48,Sơn La,231
49,Cần Thơ,1
50,Vĩnh Long,3
51,Ninh Bình,25
52,Quảng Bình,9
53,Hậu Giang,22
54,Hà Nội,16
55,Bắc Ninh,14
56,Bình Phước,157
57,Hà Nam,21
58,Tây Ninh,181
59,Bình Dương,93
60,Nam Định,1
61,Yên Bái,59
62,An Giang,619
