,province,fire
0,Trà Vinh,0
1,Phú Thọ,6
2,Cà Mau,1
3,Thanh Hoá,4
4,Ninh Thuận,20
5,TP. Hồ Chí Minh,0
6,Quảng Nam,46
7,Bình Định,10
8,Bắc Giang,0
9,Đồng Nai,1
10,Bắc Kạn,5
11,Nghệ An,28
12,Bình Thuận,50
13,Tiền Giang,0
14,Đắk Nông,212
15,Quảng Trị,0
16,Long An,0
17,Điện Biên,407
18,Lai Châu,268
19,Quảng Ngãi,38
20,Hà Tĩnh,2
21,Thái Nguyên,0
22,Đồng Tháp,0
23,Sóc Trăng,1
24,Lâm Đồng,116
25,Khánh Hoà,10
26,Kiên Giang,2
27,Thừa Thiên - Huế,15
28,Quảng Ninh,8
29,Bến Tre,0
30,Gia Lai,173
31,Vĩnh Phúc,0
32,Lào Cai,26
33,Hưng Yên,0
34,Bà Rịa - Vũng Tàu,1
35,Phú Yên,10
36,Cao Bằng,14
37,Hải Phòng,0
38,Tuyên Quang,8
39,Đắk Lắk,235
40,Hải Dương,0
41,Kon Tum,83
42,Bạc Liêu,0
43,Đà Nẵng,0
44,Hoà Bình,4
45,Hà Giang,6
46,Thái Bình,0
47,Lạng Sơn,11
48,Sơn La,259
49,Cần Thơ,0
50,Vĩnh Long,0
51,Ninh Bình,0
52,Quảng Bình,11
53,Hậu Giang,2
54,Hà Nội,1
55,Bắc Ninh,0
56,Bình Phước,7
57,Hà Nam,0
58,Tây Ninh,1
59,Bình Dương,0
60,Nam Định,0
61,Yên Bái,24
62,An Giang,0
