,province,fire
0,Trà Vinh,1
1,Phú Thọ,17
2,Cà Mau,10
3,Thanh Hoá,0
4,Ninh Thuận,18
5,TP. Hồ Chí Minh,4
6,Quảng Nam,33
7,Bình Định,25
8,Bắc Giang,0
9,Đồng Nai,8
10,Bắc Kạn,22
11,Nghệ An,40
12,Bình Thuận,18
13,Tiền Giang,0
14,Đắk Nông,9
15,Quảng Trị,0
16,Long An,0
17,Điện Biên,30
18,Lai Châu,47
19,Quảng Ngãi,15
20,Hà Tĩnh,26
21,Thái Nguyên,13
22,Đồng Tháp,0
23,Sóc Trăng,0
24,Lâm Đồng,18
25,Khánh Hoà,16
26,Kiên Giang,1
27,Thừa Thiên - Huế,14
28,Quảng Ninh,34
29,Bến Tre,0
30,Gia Lai,37
31,Vĩnh Phúc,0
32,Lào Cai,21
33,Hưng Yên,0
34,Bà Rịa - Vũng Tàu,1
35,Phú Yên,16
36,Cao Bằng,32
37,Hải Phòng,0
38,Tuyên Quang,16
39,Đắk Lắk,32
40,Hải Dương,0
41,Kon Tum,27
42,Bạc Liêu,0
43,Đà Nẵng,0
44,Hoà Bình,19
45,Hà Giang,1
46,Thái Bình,0
47,Lạng Sơn,28
48,Sơn La,58
49,Cần Thơ,0
50,Vĩnh Long,0
51,Ninh Bình,1
52,Quảng Bình,48
53,Hậu Giang,0
54,Hà Nội,1
55,Bắc Ninh,0
56,Bình Phước,7
57,Hà Nam,0
58,Tây Ninh,1
59,Bình Dương,0
60,Nam Định,0
61,Yên Bái,42
62,An Giang,0
