,province,fire
0,Trà Vinh,0
1,Phú Thọ,7
2,Cà Mau,3
3,Thanh Hoá,85
4,Ninh Thuận,35
5,TP. Hồ Chí Minh,2
6,Quảng Nam,132
7,Bình Định,16
8,Bắc Giang,18
9,Đồng Nai,10
10,Bắc Kạn,63
11,Nghệ An,185
12,Bình Thuận,17
13,Tiền Giang,1
14,Đắk Nông,85
15,Quảng Trị,0
16,Long An,1
17,Điện Biên,360
18,Lai Châu,75
19,Quảng Ngãi,44
20,Hà Tĩnh,29
21,Thái Nguyên,17
22,Đồng Tháp,1
23,Sóc Trăng,0
24,Lâm Đồng,81
25,Khánh Hoà,46
26,Kiên Giang,7
27,Thừa Thiên - Huế,10
28,Quảng Ninh,92
29,Bến Tre,0
30,Gia Lai,125
31,Vĩnh Phúc,1
32,Lào Cai,19
33,Hưng Yên,0
34,Bà Rịa - Vũng Tàu,1
35,Phú Yên,6
36,Cao Bằng,34
37,Hải Phòng,0
38,Tuyên Quang,46
39,Đắk Lắk,149
40,Hải Dương,1
41,Kon Tum,223
42,Bạc Liêu,0
43,Đà Nẵng,0
44,Hoà Bình,33
45,Hà Giang,25
46,Thái Bình,0
47,Lạng Sơn,44
48,Sơn La,202
49,Cần Thơ,0
50,Vĩnh Long,0
51,Ninh Bình,0
52,Quảng Bình,42
53,Hậu Giang,0
54,Hà Nội,1
55,Bắc Ninh,0
56,Bình Phước,5
57,Hà Nam,0
58,Tây Ninh,0
59,Bình Dương,1
60,Nam Định,0
61,Yên Bái,21
62,An Giang,2
