,province,fire
0,Trà Vinh,0
1,Phú Thọ,22
2,Cà Mau,0
3,Thanh Hoá,43
4,Ninh Thuận,0
5,TP. Hồ Chí Minh,0
6,Quảng Nam,0
7,Bình Định,20
8,Bắc Giang,62
9,Đồng Nai,0
10,Bắc Kạn,46
11,Nghệ An,111
12,Bình Thuận,80
13,Tiền Giang,0
14,Đắk Nông,150
15,Quảng Trị,0
16,Long An,0
17,Điện Biên,325
18,Lai Châu,111
19,Quảng Ngãi,0
20,Hà Tĩnh,54
21,Thái Nguyên,30
22,Đồng Tháp,0
23,Sóc Trăng,0
24,Lâm Đồng,79
25,Khánh Hoà,7
26,Kiên Giang,5
27,Thừa Thiên - Huế,0
28,Quảng Ninh,224
29,Bến Tre,0
30,Gia Lai,580
31,Vĩnh Phúc,2
32,Lào Cai,11
33,Hưng Yên,0
34,Bà Rịa - Vũng Tàu,0
35,Phú Yên,0
36,Cao Bằng,49
37,Hải Phòng,1
38,Tuyên Quang,52
39,Đắk Lắk,1319
40,Hải Dương,0
41,Kon Tum,176
42,Bạc Liêu,0
43,Đà Nẵng,0
44,Hoà Bình,18
45,Hà Giang,20
46,Thái Bình,0
47,Lạng Sơn,128
48,Sơn La,141
49,Cần Thơ,0
50,Vĩnh Long,0
51,Ninh Bình,0
52,Quảng Bình,0
53,Hậu Giang,0
54,Hà Nội,0
55,Bắc Ninh,0
56,Bình Phước,0
57,Hà Nam,0
58,Tây Ninh,0
59,Bình Dương,0
60,Nam Định,0
61,Yên Bái,25
62,An Giang,0
