,province,fire
0,Trà Vinh,0
1,Phú Thọ,5
2,Cà Mau,0
3,Thanh Hoá,28
4,Ninh Thuận,5
5,TP. Hồ Chí Minh,0
6,Quảng Nam,96
7,Bình Định,14
8,Bắc Giang,1
9,Đồng Nai,5
10,Bắc Kạn,38
11,Nghệ An,59
12,Bình Thuận,3
13,Tiền Giang,0
14,Đắk Nông,58
15,Quảng Trị,0
16,Long An,1
17,Điện Biên,313
18,Lai Châu,128
19,Quảng Ngãi,23
20,Hà Tĩnh,8
21,Thái Nguyên,1
22,Đồng Tháp,0
23,Sóc Trăng,0
24,Lâm Đồng,68
25,Khánh Hoà,15
26,Kiên Giang,1
27,Thừa Thiên - Huế,12
28,Quảng Ninh,7
29,Bến Tre,0
30,Gia Lai,72
31,Vĩnh Phúc,0
32,Lào Cai,0
33,Hưng Yên,0
34,Bà Rịa - Vũng Tàu,2
35,Phú Yên,7
36,Cao Bằng,20
37,Hải Phòng,0
38,Tuyên Quang,9
39,Đắk Lắk,80
40,Hải Dương,0
41,Kon Tum,223
42,Bạc Liêu,0
43,Đà Nẵng,0
44,Hoà Bình,8
45,Hà Giang,7
46,Thái Bình,0
47,Lạng Sơn,14
48,Sơn La,60
49,Cần Thơ,0
50,Vĩnh Long,0
51,Ninh Bình,2
52,Quảng Bình,25
53,Hậu Giang,0
54,Hà Nội,0
55,Bắc Ninh,0
56,Bình Phước,3
57,Hà Nam,0
58,Tây Ninh,0
59,Bình Dương,0
60,Nam Định,0
61,Yên Bái,4
62,An Giang,0
