,province,fire
0,Trà Vinh,7
1,Phú Thọ,4
2,Cà Mau,32
3,Thanh Hoá,55
4,Ninh Thuận,125
5,TP. Hồ Chí Minh,17
6,Quảng Nam,93
7,Bình Định,46
8,Bắc Giang,23
9,Đồng Nai,108
10,Bắc Kạn,3
11,Nghệ An,88
12,Bình Thuận,802
13,Tiền Giang,0
14,Đắk Nông,201
15,Quảng Trị,96
16,Long An,92
17,Điện Biên,345
18,Lai Châu,83
19,Quảng Ngãi,123
20,Hà Tĩnh,46
21,Thái Nguyên,21
22,Đồng Tháp,397
23,Sóc Trăng,39
24,Lâm Đồng,388
25,Khánh Hoà,15
26,Kiên Giang,93
27,Thừa Thiên - Huế,68
28,Quảng Ninh,210
29,Bến Tre,1
30,Gia Lai,737
31,Vĩnh Phúc,0
32,Lào Cai,20
33,Hưng Yên,0
34,Bà Rịa - Vũng Tàu,55
35,Phú Yên,17
36,Cao Bằng,7
37,Hải Phòng,2
38,Tuyên Quang,7
39,Đắk Lắk,1689
40,Hải Dương,34
41,Kon Tum,252
42,Bạc Liêu,36
43,Đà Nẵng,7
44,Hoà Bình,19
45,Hà Giang,11
46,Thái Bình,0
47,Lạng Sơn,37
48,Sơn La,235
49,Cần Thơ,1
50,Vĩnh Long,6
51,Ninh Bình,8
52,Quảng Bình,59
53,Hậu Giang,2
54,Hà Nội,0
55,Bắc Ninh,1
56,Bình Phước,81
57,Hà Nam,14
58,Tây Ninh,82
59,Bình Dương,71
60,Nam Định,1
61,Yên Bái,17
62,An Giang,59
