,province,fire
0,Trà Vinh,0
1,Phú Thọ,9
2,Cà Mau,2
3,Thanh Hoá,14
4,Ninh Thuận,43
5,TP. Hồ Chí Minh,0
6,Quảng Nam,94
7,Bình Định,25
8,Bắc Giang,9
9,Đồng Nai,2
10,Bắc Kạn,1
11,Nghệ An,88
12,Bình Thuận,244
13,Tiền Giang,0
14,Đắk Nông,458
15,Quảng Trị,0
16,Long An,7
17,Điện Biên,781
18,Lai Châu,327
19,Quảng Ngãi,61
20,Hà Tĩnh,18
21,Thái Nguyên,7
22,Đồng Tháp,0
23,Sóc Trăng,0
24,Lâm Đồng,128
25,Khánh Hoà,12
26,Kiên Giang,4
27,Thừa Thiên - Huế,16
28,Quảng Ninh,4
29,Bến Tre,0
30,Gia Lai,1152
31,Vĩnh Phúc,1
32,Lào Cai,12
33,Hưng Yên,0
34,Bà Rịa - Vũng Tàu,4
35,Phú Yên,12
36,Cao Bằng,21
37,Hải Phòng,0
38,Tuyên Quang,8
39,Đắk Lắk,1255
40,Hải Dương,0
41,Kon Tum,492
42,Bạc Liêu,0
43,Đà Nẵng,0
44,Hoà Bình,9
45,Hà Giang,20
46,Thái Bình,0
47,Lạng Sơn,12
48,Sơn La,452
49,Cần Thơ,0
50,Vĩnh Long,0
51,Ninh Bình,0
52,Quảng Bình,4
53,Hậu Giang,0
54,Hà Nội,0
55,Bắc Ninh,0
56,Bình Phước,5
57,Hà Nam,0
58,Tây Ninh,1
59,Bình Dương,0
60,Nam Định,0
61,Yên Bái,13
62,An Giang,0
